queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff,player name,Mobility,Mobility signficant,King safety,King safety signficant,Threats,Threats signficant,Passed pawns,Passed pawns signficant,Space,Space signficant
56.00000000000001%,false,78.0%,78.0%,false,false,85,5,80,82,2,Wesley So,0.002856550384072218,yes,0.0017652121500624871,no,0.0013496918022448904,yes,-0.00020343456170438846,no,0.00011680750802169895,no
