queen trade frequency,queen trade win rate,non queen trade win rate,average win length,average win diff,average loss length,average loss diff,average game length,Mobility,Mobility signficant,King safety,King safety signficant,Threats,Threats signficant,Passed pawns,Passed pawns signficant,Space,Space signficant
48.0%,66.0%,71.0%,typical,typical,92,13,79,0.042367601246105925,no,0.05323987538940811,no,0.016074766355140185,no,0.008660436137071651,no,0.0022429906542056066,no
