9257,4,0-1,6k1/3n3p/p6r/2p2P2/2P5/B3P2b/P2QB1qN/3R3K w - - 2 37
9354,4,0-1,3r1r2/1p3pk1/1p6/6p1/2P1P1p1/1Q3pq1/PP6/R1B1NR1K w - - 2 29
9431,4,0-1,6k1/p6p/8/2N2Pp1/3P1q2/2QR3K/Pr2r1P1/6R1 w - - 0 32
9482,-5,1-0,8/8/4q3/1p4k1/8/4R3/7K/8 w - - 0 65
9540,-5,1-0,2b1q2r/3nb3/pp1p4/3Pp1kp/2P4P/1P1Q2N1/P4RP1/7K b - - 0 50
9549,5,0-1,2N1r1k1/1p3p1p/6p1/p2Pp3/P1B1PnP1/5Pqn/1PQ5/R2R1K2 w - - 0 26
9611,8,0-1,4r1rk/pp2q3/2pK3p/5p2/2P5/P1N1B2P/1PQ1B3/3RR3 w - - 3 28
9626,4,0-1,6k1/ppp1rp1p/2q3p1/1R3bP1/2P2P2/3Q4/P1N2R1P/7K w - - 1 29
9687,4,0-1,6k1/2Rb1r1p/Q2p4/3PN3/4Pp2/5Nn1/Pr2B1P1/5RKq w - - 3 31
9756,-7,1-0,3R2k1/r4p1p/3p4/p2nr2N/7K/6P1/7P/8 b - - 1 39
9807,7,0-1,r1br2k1/ppp2ppp/3b4/1P6/8/6nP/PBQN2PN/R5RK w - - 1 21
10214,-5,1-0,r5q1/ppp2rb1/3p2Qp/3P4/6k1/1P6/P4P1P/2B1R1K1 b - - 1 26
10240,-5,1-0,4k3/4P2p/2K5/P7/4n3/8/8/5n2 b - - 0 61
10269,8,0-1,8/6kp/p2pBnp1/2pP4/2PRP2Q/5p2/1q5P/5R1K b - - 0 38
10308,4,0-1,3B4/1p3rbk/1R5p/P1p5/2PpP3/3P2R1/4bPQP/2q3K1 w - - 5 41
10337,4,0-1,6k1/5p2/R5p1/p6N/P2qp2n/1P5P/2P3p1/2Q4K w - - 0 34
10661,-5,1-0,4N3/p1r3kp/1p3qp1/3B4/6P1/8/7P/R6K b - - 0 38
10927,-6,1-0,1rr2knR/5p2/3p2p1/4p1B1/bp1pP3/3P1BP1/1Pq2PK1/7Q w - - 7 29
10929,-5,1-0,r2r1k2/pq6/1n2B1Q1/4B1p1/2pP4/2P3P1/1P3P2/6K1 b - - 0 30
10984,-4,1-0,2rr1k2/2q1np1R/1p2pQp1/pPppP1p1/P5P1/3P4/nP4BP/3R2K1 b - - 3 31
11028,5,0-1,2n4r/6b1/QN4k1/N1p1p3/P3Pp2/2P1BPpb/7q/R3RK2 w - - 5 41
11054,6,0-1,2r3k1/5pp1/3b3p/p7/6P1/PP1PP3/1B2K1q1/R2QR3 w - - 1 29
11363,-5,1-0,r2q1b1r/p4ppp/1n2R1N1/5k1b/3PQ1n1/8/PP3P1P/R1B3K1 b - - 2 17
11401,6,0-1,8/4k2p/p4pp1/8/4pQ2/1PP1Pb2/P5RP/3r3K w - - 1 50
11747,-4,1-0,8/PP6/8/8/5rkp/3K4/8/8 b - - 6 67
11847,10,0-1,r5k1/pp4pp/3b4/2p5/2PpP1n1/1P3p1P/P4P1K/R1Q2R1B w - - 1 22
11963,-4,1-0,4r1k1/1qP3pp/4p3/4QbnN/6B1/6P1/1r3P1P/2R3K1 b - - 8 34
11993,5,0-1,6k1/1Rb2p2/6p1/6N1/4BP1p/1P2P1PP/P6K/2q1N3 b - - 0 36
12210,6,0-1,2Q2rk1/6bp/Q4n2/6N1/5P2/3p2P1/4p2P/5RKq w - - 1 35
12240,4,0-1,8/p3ppk1/1p4p1/8/3p4/P2PqP1R/1P1RP3/4QKr1 w - - 1 38
12764,11,0-1,2k1r3/pp6/3R4/3Q2p1/3P2b1/2N1p1N1/PP6/2K5 b - - 0 32
12822,5,0-1,6k1/pp3ppp/1b6/3q4/1P1B4/P4QP1/3Pr1KP/R6R w - - 1 24
12937,5,0-1,7k/8/Q7/2R5/3b4/3P4/4P2P/5q1K w - - 3 41
13180,-8,1-0,1rb1k2r/1p1p1p1p/p2NpQ2/8/2P5/5BP1/P3P1KP/1q6 b - - 2 22
13581,-4,1-0,8/4B2p/5kp1/8/8/5q1P/PP4PK/8 b - - 0 41
13777,6,0-1,2b4k/p3R2p/3N1r2/2Qp2p1/3Pp1p1/4P3/P4BPP/1r4K1 w - - 0 30
13908,-6,1-0,2Q4k/6b1/2np1Npp/p7/2q5/6PP/1r3PBK/8 b - - 3 32
13953,4,0-1,8/1Q3pkp/p5p1/P1p5/5q2/5P1P/1P2r1K1/2RR4 w - - 1 35
13993,-5,1-0,1k1r3r/1pQnbpp1/2p5/1N2p1Pp/3PqB1P/8/4N3/5RK1 b - - 3 29
14029,-4,1-0,r4rk1/1bpn4/p2pp2P/1p4QP/3P4/P2B4/1PP2q1B/2KR4 b - - 1 24
14292,-4,1-0,3r1r1k/pp2NppQ/8/8/3P4/4R3/Pq3PPP/4b1K1 b - - 0 21
14318,-6,1-0,5r2/3Q3N/5kp1/3p4/1q1P1P2/2r3P1/8/6K1 b - - 4 34
14456,4,0-1,r3r1k1/pp3p2/2p2np1/4b3/N1P1p2P/BP2PB1q/P1QR1P1P/2R4K w - - 1 28
14650,5,0-1,6kr/6b1/p1N1p3/2P4p/2p1Q2P/6P1/PqK2R2/3R4 w - - 4 36
14763,4,0-1,2Bq2k1/5p1p/bp4p1/2p5/3b1P2/B2p2P1/PP1Qr2P/2RR3K w - - 1 25
14804,-4,1-0,r3k2r/5pp1/2bq1n2/4P1Bp/pP1p3P/P5P1/2Q2PB1/5RK1 b kq - 0 25
14922,-4,1-0,5b1k/1R6/2n2N1r/2p1pp1p/2Pn4/2Bq2P1/5PBP/R6K w - - 0 47
14992,5,0-1,4r1k1/pp5p/5q2/2p4Q/2P5/3p2KP/PP1Bn1P1/1R5R w - - 3 22
15004,4,0-1,4r1k1/7p/pp1p2p1/2pP1P1n/P2b1P2/3B3q/1P1BR3/1R1Q2K1 w - - 5 27
15038,-10,1-0,5r1k/r4Pb1/3p2P1/2pn2NQ/pp6/7P/P2q2P1/4nR1K b - - 1 26
15084,5,0-1,r1b1k3/pp2pp2/3p3b/q1pP1P1p/2P3n1/2NBQ3/PP3KPP/R5NR w q - 1 18
15278,-5,1-0,1r2b3/5pk1/p2p2p1/1pPP1N2/3qP2p/5r2/5QB1/5RK1 b - - 1 36
15341,-4,1-0,rnbq1k2/5N1p/p2r1bp1/2p5/2B5/P4Q1P/1P3PP1/R1B3K1 b - - 5 20
15859,-4,1-0,r1bq1br1/pp2kQ2/2p1p2p/8/1PBP4/2P5/P2B2PP/5RK1 b - - 3 20
15918,-4,1-0,1nkr3r/1Qp2pp1/8/1PN1pq1p/8/2P1nB1P/P4PP1/R5K1 b - - 0 19
16071,-4,1-0,3r2r1/p1pkpn2/4bbq1/1B2N1pR/3pp1P1/2P5/PP3PQ1/2KR4 b - - 1 31
16262,-6,1-0,1r2k1r1/5p2/5N2/2pb1P2/1p3qP1/8/1P2B3/R4RK1 b - - 1 29
16372,9,0-1,6k1/pp3p2/2p2np1/2P1pb1p/P3P3/2N2nP1/2P4r/1RQ1RB1K w - - 1 27
16375,4,0-1,2Q1nk2/2p3bp/3p4/3Pp3/4Pr2/3Q1P2/2P1RqbP/2B4K w - - 1 34
16635,-5,1-0,r4nRk/pp2r3/2p1PN1p/3p1P2/8/8/PPPK4/8 b - - 1 28
16712,5,0-1,1r4k1/4pp2/p2p2pp/3P1b2/1p3P1B/3RQ2P/q1K1N1P1/3R4 w - - 0 26
16848,-8,1-0,r2qr1k1/pp3p2/2p4N/4p1PQ/3nPp2/3B4/PPP5/2K5 b - - 5 27
16930,-4,1-0,3R3k/1q4pp/1p2P3/2b2P1P/p7/6NK/P7/8 b - - 0 51
17198,-4,1-0,r6r/pp3p1p/7k/1BPN2B1/8/7q/PP3P1P/4K1R1 b - - 1 23
17252,-4,1-0,2n2rk1/1p6/4Q1pP/1P1p4/2q2B2/6P1/5PK1/8 b - - 1 40
17262,-4,1-0,2r2Br1/pp5k/1q1n1p2/7Q/8/2P5/PP5P/R6K b - - 0 34
17290,5,0-1,5B2/p5pk/P1P3p1/4p3/2QpN1q1/5r2/5nK1/R1R5 w - - 5 39
17313,5,0-1,3r1k2/1p5p/p5pP/2P1P1P1/5K2/1Q1p4/P4q2/3RR3 w - - 1 42
17481,-4,1-0,r3rb1k/p7/2q1pPQ1/3p2p1/3P4/2P5/P2N1KP1/5R2 b - - 3 29
17693,-5,1-0,2rkr3/1q2npp1/p1pQpn1p/4N2P/3P4/8/PP2BPP1/1KR5 b - - 1 26
17700,-4,1-0,1k2Nr2/pp4p1/2p1Qn1p/7q/2PP1B2/6P1/PP3P2/1K2b3 b - - 1 26
17723,-4,1-0,3r2k1/p1r2n2/1p2q3/3BbR2/6Q1/2B5/PP5P/7K b - - 3 36
17728,-4,1-0,3r1rkQ/pp3p2/4p3/2p2q2/3P4/5P2/PPP3P1/1K5R b - - 3 29
17739,-6,1-0,r2k3r/p1q5/2pbBQ1p/2p1p2p/1P6/8/P4PPP/3R2K1 b - - 3 29
17979,-4,1-0,3n1r2/1p1b2kp/1q1N4/r2pPp2/p2N1P2/2P3QP/PP1R3K/8 b - - 1 24
17990,-4,1-0,rnb2b1r/pp1n2pp/3pQqk1/4p3/6PN/2N5/PP3P1P/R1B1K2R b KQ - 4 12
18097,-4,1-0,r4rk1/pb3p2/1p3bQ1/5Np1/4qp2/1BP5/PP3PPP/R5K1 b - - 2 26
18153,6,0-1,5rk1/p4pp1/5b2/3R4/6P1/1Q4Pp/PP1B2qP/R5K1 w - - 1 27
18161,8,0-1,2r3k1/pb3p1p/1p2p1p1/n2r4/1b1P4/3RQN2/P4PPP/1BBR2K1 w - - 5 26
18178,4,0-1,1b1r3k/1p6/p6p/P2P2pq/2Pp4/1P4K1/3Q4/3NRR2 w - - 1 43
18351,-4,1-0,5r1k/4pp1p/2bp1b2/2p2BP1/1p2P2Q/1P1P3P/2q5/5R1K b - - 1 35
18393,5,0-1,6k1/5p1p/2b1p1p1/2b1p3/1pP1PP2/1P1R2P1/4N1BP/rR4K1 w - - 1 29
18486,-8,1-0,4kb1r/2N2p2/4bP1p/pqp1N1p1/6P1/7P/PPP5/1K1R4 b k - 1 25
18610,-4,1-0,2b3k1/1P3pp1/2P1p3/8/8/3B1P2/1KP4r/8 b - - 0 34
18875,-4,1-0,1r4k1/1p3pp1/p2r3p/3bQ3/P4P2/2P4P/6P1/6K1 w - - 0 31
18881,-4,1-0,r3r1kQ/2R3B1/p7/1p1qb3/5P2/7P/6PK/8 b - - 4 29
19235,5,0-1,2k5/1bq5/5P2/5p2/Pp3Q2/2P4P/1P3RrK/R7 w - - 3 41
19246,5,0-1,6k1/1p3np1/p6p/P3p3/1PQ4P/2P3PK/3N1qb1/4R1N1 w - - 3 61
19476,4,0-1,6k1/5p1p/3p2p1/3P4/2P2P2/1p3BP1/3bp2P/3R3K b - - 0 42
19502,-4,1-0,r4k2/2b4Q/2p1p1Bp/1q6/p2P3P/2P3P1/5P2/6K1 b - - 1 38
19507,-8,1-0,2r4k/5R1p/3p2pb/4p3/1P5P/8/3P2q1/R5K1 w - - 0 37
19769,-4,1-0,r6r/1bn4p/p3B1kq/1pb5/5R2/3Q4/PPP3PP/4R2K b - - 1 23
19773,4,0-1,1b5r/1b1kqRp1/p3p1Q1/P7/1p6/1N2p1K1/1PP3P1/R1B5 w - - 3 26
19855,-6,1-0,r7/3pqk1R/p3p3/n3P3/8/1rN3pQ/5BPP/5bK1 b - - 1 40
19926,8,0-1,6k1/5p1p/p5pQ/1p6/1P6/P1R5/6PP/4r2K w - - 0 35
19988,4,0-1,6k1/5pp1/8/p6P/Pb6/5PBP/3p2K1/1Q2r3 w - - 1 36
19991,4,0-1,3r2k1/5p1p/pp4p1/4Pn2/5P2/7P/PP1p2PB/4Q2K w - - 0 37
20103,-4,1-0,b2qR1k1/r2n1p1p/3p3Q/1p1P2r1/3B4/1P4P1/2P3BP/6K1 b - - 3 23
20111,8,0-1,b3rr1k/5p1p/B4p2/2pn4/N7/1PPRpQ2/6PP/4R2K b - - 0 36
20159,-10,1-0,6Rk/1b1p1r1P/p4p1B/1pr4q/5b2/P1NB3P/1PP5/1K6 b - - 2 26
20321,-4,1-0,3rr2k/2q2pR1/5P1P/p1p1b3/1p2Q3/5p2/PPP4P/1KB5 b - - 3 37
20553,-5,1-0,5R2/6r1/5N1p/4p1kP/p3P1P1/1b2B1P1/6K1/3q4 b - - 2 57
20576,-4,1-0,3rk2r/Q4ppn/1N1Bp2p/1p5P/8/1q6/5PP1/2R3K1 b - - 0 30
20579,-7,1-0,4Rk1r/1pN3pp/p1nq4/8/2B3b1/8/PPP2PPP/6K1 b - - 1 24
20588,-4,1-0,5q1r/1pr2p2/p3pNkp/1b1pP3/3P1Q2/5R1P/PP3PP1/6K1 b - - 3 30
20837,-4,1-0,2QR4/5pk1/2p4p/1b3Kp1/4PpNb/5N1q/8/r7 b - - 3 39
20975,4,0-1,8/2R5/6pk/p7/3p3P/1P3pp1/P2R1P2/4r1K1 w - - 1 47
21005,-4,1-0,8/7P/2p1k3/4p3/4K1P1/2r2P2/8/8 b - - 4 59
21009,-4,1-0,2r1b1kR/2q2pr1/p3p3/3pP1b1/p4P2/1NNn4/1PP4Q/1K5R b - - 2 30
21089,-4,1-0,3k4/5r2/3p2PP/4p1p1/1p2P3/8/P1P1K3/8 b - - 0 56
21105,-4,1-0,2R4Q/4b3/p2ppp1k/7p/3rP3/1q1P4/1P5P/1K6 b - - 5 32
21106,-5,1-0,2kr1b2/Q2b1p2/p3q1r1/1p2p1Pp/7P/8/PPP1N1B1/1K1R4 w - - 2 26
21107,5,0-1,1r5k/8/pq1p3P/3P1P2/4Q3/2PB4/r7/KR5R w - - 0 36
21110,5,0-1,6k1/R4p2/6p1/3Pq3/1P2Pp2/5P2/2KQ3p/8 b - - 2 39
21164,-6,1-0,4rkR1/3P4/6pK/8/7p/8/8/5r2 b - - 1 63
21216,-4,1-0,5rk1/p3pr1p/1p1pB1pP/1P4P1/P1P1p3/1K2B1b1/8/5R2 b - - 2 31
21284,8,0-1,4R3/p4pk1/6pp/5b2/7P/1B6/PPpK4/7R b - - 0 32
21418,-5,1-0,r4r1k/1b3p1p/1pq2p2/p1bpPQ2/P2B4/2PB4/1P4PP/R6K b - - 3 20
21419,-5,1-0,1r2r3/1q1n1p1k/p1b1pp2/3pP3/1b1R4/2N1BBQ1/1PP3PP/7K b - - 1 24
21430,-5,1-0,7r/3n1n1k/pp1pN1Q1/3B2Pp/P7/8/1P1q3P/2r2R1K b - - 0 38
21501,-9,1-0,r1r3k1/5pR1/p2ppP1p/7q/7R/1Pp5/1PP2P1P/1K6 b - - 0 24
21518,-4,1-0,Q5k1/2r2rpp/p3Bb2/6P1/1P2p2P/2P3q1/1P6/1K3R2 b - - 1 32
21580,-4,1-0,Q6k/6pp/3b4/5nP1/5P2/3q4/1R3nK1/8 b - - 1 49
21589,-6,1-0,2r2rk1/5p1p/p2p1QpP/q2b2n1/Np2P3/1P5B/P1P5/1K5R b - - 1 29
21646,5,0-1,1r2r1k1/7p/p3P1p1/6P1/n2R3P/B4Q1R/P1P3B1/Kq6 w - - 1 33
21649,6,0-1,1krR4/1b6/5p2/1N2pN1p/4n3/4Q3/1PP3PP/q1K1R3 w - - 1 25
21660,5,0-1,4r1k1/1p3p2/3p1npq/3P4/p1PQ4/5Nn1/PP2R1BP/3R3K w - - 1 32
21755,10,0-1,7q/1b2b1k1/p3P1p1/4Npp1/2BQ1P2/1P4K1/P4R2/4R3 b - - 2 37
21908,-4,1-0,r1b2bk1/4q1p1/p1p1p1Q1/6p1/7P/6P1/P1P3B1/5R1K b - - 1 24
21912,-8,1-0,2r3r1/2q1p3/p2p4/1p1P2k1/3bB2Q/1PP3PP/P7/7K b - - 6 34
21917,-6,1-0,4Q1k1/5r2/p4P1p/6p1/8/6K1/7P/2q5 b - - 1 44
22121,-4,1-0,3R1k2/4rp2/p3pNpp/2r1P3/pP6/P7/7P/6K1 b - - 1 36
