queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
53.0%,false,56.00000000000001%,63.0%,false,false,86,3,83,82,-1
