queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
53.0%,false,65.0%,62.0%,false,false,91,2,89,84,-5
