queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
52.0%,true,56.99999999999999%,66.0%,false,false,88,8,80,83,3
