queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
46.0%,true,47.0%,60.0%,false,false,86,8,78,80,2
