queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
60.0%,true,55.00000000000001%,66.0%,true,true,100,13,87,83,-4
