queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
54.0%,true,61.0%,71.0%,true,true,96,12,84,79,-5
