queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
45.0%,true,68.0%,62.0%,false,false,83,-2,85,89,4
