queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
45.0%,true,77.0%,65.0%,false,false,82,5,77,83,6
