queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
56.99999999999999%,false,68.0%,70.0%,true,true,103,10,93,91,-2
