queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
60.0%,true,65.0%,70.0%,true,false,98,6,92,86,-6
