queen trade frequency,queen trades significant,queen trade win rate,non queen trade win rate,loss stats significant,win stats significant,average loss length,average loss diff,average game length,average win length,average win diff
43.0%,true,63.0%,64.0%,true,true,89,14,75,77,2
