queen trade frequency,queen trade win rate,non queen trade win rate,average win length,average win diff,average loss length,average loss diff,average game length,player name,Mobility,Mobility signficant,King safety,King safety signficant,Threats,Threats signficant,Passed pawns,Passed pawns signficant,Space,Space signficant
typical,typical,typical,typical,typical,typical,typical,typical,Ray Robson,-0.0014352223185580548,no,-0.0037618437361584475,no,0.0011185203628626631,yes,0.001582070308596405,no,0.00020402655089756363,no
