279,0.8987341772151899,284,32
82,0.6557788944723618,522,274
200,0.8526315789473684,648,112
295,0.9047619047619048,304,32
100,0.7125328659070991,813,328
172,0.8105590062111802,522,122
182,0.8370967741935483,519,101
40,0.5872193436960277,680,478
80,0.6741379310344827,782,378
212,0.8441780821917808,493,91
15,0.5418541854185418,602,509
203,0.8805732484076433,553,75
140,0.7725024727992087,781,230
210,0.8654970760233918,592,92
248,0.8726415094339622,370,54
294,0.9076433121019108,285,29
90,0.7080592105263158,861,355
85,0.6623488773747841,767,391
72,0.6773049645390071,573,273
88,0.7132075471698113,567,228
10,0.5343443354148082,599,522
150,0.7920489296636085,777,204
95,0.7124239791485665,820,331
179,0.8013029315960912,492,122
60,0.6119673617407072,675,428
38,0.5989583333333334,460,308
232,0.8869395711500975,455,58
170,0.8076477404403245,697,166
14,0.5167883211678832,354,331
238,0.8814229249011858,446,60
105,0.7274261603375527,862,323
127,0.7633495145631068,629,195
145,0.7952586206896551,738,190
26,0.5490196078431373,392,322
86,0.6818742293464858,553,258
70,0.6753246753246753,832,400
197,0.8379310344827586,486,94
177,0.8365817091454273,558,109
55,0.6397984886649875,762,429
364,0.9653179190751445,167,6
19,0.5353107344632768,379,329
81,0.6963151207115629,548,239
45,0.6001765225066196,680,453
209,0.8413793103448276,488,92
195,0.8560700876095119,684,115
309,0.9074733096085409,255,26
201,0.8401305057096248,515,98
22,0.5487256371814093,366,301
117,0.7562814070351759,602,194
181,0.8226837060702875,515,111
198,0.8328125,533,107
121,0.7434944237918215,600,207
49,0.6061046511627907,417,271
229,0.8524590163934426,416,72
104,0.6827956989247311,508,236
254,0.861244019138756,360,58
192,0.8580968280467446,514,85
433,0.9459459459459459,105,6
139,0.7866161616161617,623,169
180,0.8226600985221675,668,144
29,0.5718232044198895,414,310
252,0.8581560283687943,363,60
237,0.8729508196721312,426,62
93,0.7139303482587065,574,230
16,0.5262345679012346,341,307
53,0.6368221941992434,505,288
259,0.8907363420427553,375,46
64,0.6395806028833552,488,275
5,0.4937833037300178,556,570
246,0.8940397350993378,405,48
171,0.8049113233287858,590,143
146,0.764,573,177
51,0.6071428571428571,442,286
137,0.7725,618,182
124,0.7479768786127168,647,218
56,0.610909090909091,504,321
94,0.7173637515842839,566,223
30,0.5726795096322241,654,488
217,0.874766355140187,468,67
109,0.7503168567807351,592,197
268,0.8743315508021391,327,47
9,0.5144694533762058,320,302
260,0.8643724696356275,427,67
235,0.8788426763110307,486,67
32,0.55420054200542,409,329
75,0.6573670444638187,754,393
110,0.730909090909091,804,296
142,0.7725490196078432,591,174
220,0.8406940063091483,533,101
185,0.823915900131406,627,134
125,0.7516279069767442,808,267
387,0.9530201342281879,142,7
457,0.9305555555555556,67,5
447,0.9367088607594937,74,5
35,0.6029035012809565,706,465
440,0.9102564102564102,71,7
160,0.7963800904977375,704,180
378,0.9846153846153847,128,2
271,0.896,336,39
135,0.7625615763546798,774,241
488,0.9852941176470589,67,1
413,0.9247311827956989,86,7
126,0.7574123989218329,562,180
50,0.6145299145299146,719,451
166,0.8013605442176871,589,146
184,0.8248847926267281,537,114
189,0.8393700787401575,533,102
213,0.8675373134328358,465,71
244,0.8656387665198237,393,61
164,0.8082595870206489,548,130
42,0.6026392961876833,411,271
157,0.8122503328894807,610,141
278,0.8575581395348837,295,49
58,0.6426701570680629,491,273
240,0.8654485049833887,521,81
28,0.5658263305322129,404,310
54,0.6077922077922078,468,302
343,0.9329608938547486,167,12
175,0.7923627684964201,664,174
311,0.9018181818181819,248,27
78,0.6422360248447205,517,288
66,0.6589147286821705,510,264
251,0.8799019607843137,359,49
41,0.6037463976945245,419,275
341,0.9528795811518325,182,9
161,0.7816411682892906,562,157
131,0.7564259485924113,618,199
187,0.8301886792452831,528,108
77,0.662962962962963,537,273
191,0.8295625942684767,550,113
87,0.6854521625163827,523,240
6,0.4862681744749596,301,318
205,0.8497191011235955,605,107
355,0.9427083333333334,181,11
129,0.7540322580645161,561,183
118,0.7252475247524752,586,222
130,0.7721021611001965,786,232
446,0.9866666666666667,74,1
321,0.8952380952380953,188,22
7,0.5071542130365659,319,310
202,0.8466780238500852,497,90
250,0.8627858627858628,415,66
174,0.8161290322580645,506,114
291,0.8885245901639345,271,34
128,0.7619047619047619,624,195
301,0.8592057761732852,238,39
206,0.8458961474036851,505,92
103,0.6878824969400245,562,255
173,0.8078668683812406,534,127
24,0.5563380281690141,395,315
123,0.7403598971722365,576,202
178,0.784251968503937,498,137
149,0.811704834605598,638,148
154,0.7802929427430093,586,165
152,0.7627118644067796,540,168
147,0.7839506172839507,635,175
155,0.7927565392354124,788,206
73,0.6620775969962454,529,270
31,0.5823863636363636,410,294
112,0.7170731707317073,588,232
377,0.9383561643835616,137,9
242,0.8845265588914549,383,50
297,0.8529411764705882,232,40
374,0.912751677852349,136,13
225,0.8590909090909091,567,93
132,0.7712833545108005,607,180
332,0.905829596412556,202,21
329,0.9039301310043668,207,22
67,0.6683673469387755,524,260
27,0.5572413793103448,404,321
342,0.9132653061224489,179,17
138,0.7731305449936628,610,179
270,0.877030162412993,378,53
120,0.7314647377938517,809,297
165,0.8020477815699659,705,174
215,0.8505079825834543,586,103
280,0.8956743002544529,352,41
108,0.7323943661971831,572,209
320,0.89198606271777,256,31
114,0.773838630806846,633,185
89,0.7115628970775095,560,227
69,0.6789340101522843,535,253
133,0.7496839443742098,593,198
13,0.5323033707865169,379,333
430,0.9213483146067416,82,7
102,0.6738305941845765,533,258
253,0.8845265588914549,383,50
21,0.5435114503816794,356,299
454,0.9384615384615385,61,4
439,0.9230769230769231,60,5
255,0.8759842519685039,445,63
63,0.6145181476846058,491,308
91,0.6902654867256637,546,245
23,0.5426997245179064,394,332
83,0.664327485380117,568,287
68,0.6438896189224704,490,271
436,0.9487179487179487,74,4
466,0.9636363636363636,53,2
143,0.7847309136420526,627,172
322,0.9111111111111111,205,20
318,0.9094488188976378,231,23
346,0.8986175115207373,195,22
335,0.8987341772151899,213,24
358,0.9025974025974026,139,15
65,0.6395348837209303,770,434
2,0.4901129943502825,347,361
307,0.8925619834710744,216,26
243,0.8562231759656652,399,67
52,0.6012422360248447,484,321
122,0.7713903743315508,577,171
71,0.6736196319018405,549,266
169,0.8,580,145
119,0.748378728923476,577,194
134,0.7622282608695652,561,175
98,0.7235367372353674,581,222
264,0.884393063583815,306,40
74,0.6792698826597132,521,246
153,0.8,608,152
106,0.7284263959390863,574,214
167,0.7825443786982249,529,147
1,0.48516320474777447,327,347
148,0.7749667110519307,582,169
300,0.9178885630498533,313,28
404,0.9494949494949495,94,5
141,0.7615894039735099,575,180
46,0.5766526019690577,410,301
186,0.8145800316957211,514,117
11,0.527027027027027,351,315
136,0.7484957882069796,622,209
385,0.9452054794520548,138,8
33,0.5753228120516499,401,296
25,0.5745807590467784,651,482
211,0.8383333333333334,503,97
305,0.9190031152647975,295,26
18,0.503586800573888,351,346
312,0.9260700389105059,238,19
163,0.7804195804195804,558,157
356,0.9542857142857143,167,8
115,0.7447552447552448,852,292
176,0.8230647709320695,521,112
218,0.8477157360406091,501,90
249,0.8829268292682927,362,48
36,0.5847953216374269,400,284
222,0.8605947955390335,463,75
48,0.6136363636363636,432,272
107,0.6926952141057935,550,244
84,0.7059659090909091,497,207
34,0.5963172804532578,421,285
391,0.9754601226993865,159,4
97,0.6957575757575758,574,251
76,0.6807387862796834,516,242
263,0.8946015424164524,348,41
370,0.9427083333333334,181,11
231,0.8663967611336032,428,66
289,0.9006211180124224,290,32
388,0.9609375,123,5
340,0.9251101321585903,210,17
245,0.8759398496240601,466,66
375,0.9483870967741935,147,8
226,0.8622047244094488,438,70
61,0.6161073825503356,459,286
247,0.8764568764568764,376,53
156,0.7829787234042553,552,153
12,0.5379008746355685,369,317
190,0.8368146214099217,641,125
59,0.6524064171122995,488,260
530,0.9444444444444444,51,3
188,0.795417348608838,486,125
194,0.8460207612456747,489,89
423,0.9390243902439024,77,5
111,0.7111383108935129,581,236
92,0.7035110533159948,541,228
303,0.8814814814814815,238,32
443,0.963855421686747,80,3
330,0.9156626506024096,228,21
293,0.918918918918919,238,21
228,0.8654970760233918,444,69
39,0.5918367346938775,435,300
239,0.8683035714285714,389,59
275,0.8888888888888888,344,43
20,0.5388429752066116,652,558
113,0.7190542420027817,517,202
277,0.8982558139534884,309,35
4,0.5120845921450151,339,323
325,0.9285714285714286,234,18
43,0.6092265943012212,449,288
99,0.6943765281173594,568,250
265,0.8856502242152466,395,51
227,0.8565891472868217,442,74
376,0.9338235294117647,127,9
162,0.7740112994350282,548,160
3,0.5443425076452599,356,298
317,0.8984375,230,26
224,0.8323471400394478,422,85
479,0.9382716049382716,76,5
256,0.8690476190476191,365,55
267,0.8935643564356436,361,43
435,0.9518072289156626,79,4
230,0.8494983277591973,508,90
327,0.9301075268817204,173,13
361,0.9470588235294117,161,9
283,0.8927444794952681,283,34
199,0.853225806451613,529,91
79,0.6797546012269938,554,261
208,0.8548951048951049,489,83
37,0.5894245723172629,379,264
380,0.910828025477707,143,14
284,0.9063444108761329,300,31
489,0.9538461538461539,62,3
506,1.0,54,0
272,0.8711484593837535,311,46
345,0.9068627450980392,185,19
96,0.7119901112484549,576,233
354,0.9695121951219512,159,5
484,0.9615384615384616,50,2
17,0.5460122699386503,356,296
158,0.810918774966711,609,142
285,0.8875739644970414,300,38
448,0.9726027397260274,71,2
261,0.8886138613861386,359,45
57,0.6322930800542741,466,271
8,0.5485362095531587,356,293
116,0.768837803320562,602,181
257,0.8911917098445595,344,42
310,0.9298892988929889,252,19
315,0.9036544850498339,272,29
382,0.9230769230769231,120,10
62,0.6620111731843575,474,242
336,0.9095477386934674,181,18
290,0.8888888888888888,328,41
365,0.9527027027027027,141,7
390,0.9097222222222222,131,13
273,0.9102167182662538,294,29
450,0.9565217391304348,66,3
314,0.8873873873873874,197,25
351,0.9206349206349206,174,15
366,0.9325842696629213,166,12
360,0.9414414414414415,209,13
216,0.8637236084452975,450,71
350,0.916256157635468,186,17
313,0.8932384341637011,251,30
449,1.0,61,0
316,0.9140271493212669,202,19
241,0.8796296296296297,380,52
357,0.8954248366013072,137,16
144,0.7664907651715039,581,177
47,0.5776487663280117,398,291
204,0.8451730418943534,464,85
183,0.827906976744186,534,111
